Finess_geo,rs_finess_geo,Finess_plage,rs_finess,type,region_id,region,participation,Depot,score_all_ajust,nb_rep,classement
330000589,CH SUD GIRONDE - SITE LANGON,330027509,CENTRE HOSPITALIER SUD GIRONDE LANGON-LA REOLE,CH,75,Nouvelle Aquitaine,1- Obligatoire,1- Oui,0,0,DI
330000605,CTRE HOSPIT.R.BOULIN-LIBOURNE,330781253,CENTRE HOSPITALIER DE LIBOURNE,CH,75,Nouvelle Aquitaine,1- Obligatoire,1- Oui,67.2,97,D
330000613,CENTRE HOSPITALIER STE FOY LA GRANDE,330781261,CENTRE HOSPITALIER DE STE FOY LA GRANDE,CH,75,Nouvelle Aquitaine,1- Obligatoire,2- Non,0,0,NR
330000662,INSTITUT BERGONIE,330000662,INSTITUT BERGONIE CENTRE REGIONAL DE LUTTE CONTRE LE CANCER,CLCC,75,Nouvelle Aquitaine,1- Obligatoire,1- Oui,76.98,32,B
330780040,NOUVELLE CLINIQUE BEL AIR,330780040,NOUVELLE CLINIQUE BEL AIR,Privé lucratif,75,Nouvelle Aquitaine,1- Obligatoire,1- Oui,77.88,91,A
330780081,CLINIQUE SAINT- AUGUSTIN,330780081,CLINIQUE SAINT- AUGUSTIN,Privé lucratif,75,Nouvelle Aquitaine,1- Obligatoire,1- Oui,0,0,DI
330780115,CLINIQUE TIVOLI-DUCOS,330780115,SA CLINIQUE TIVOLI-DUCOS,Privé lucratif,75,Nouvelle Aquitaine,1- Obligatoire,1- Oui,76.44,114,B
330780206,CLINIQUE D'ARCACHON,330780206,CLINIQUE D'ARCACHON,Privé lucratif,75,Nouvelle Aquitaine,1- Obligatoire,1- Oui,73.58,37,C
330780255,CLINIQUE CHIRURGICALE DU LIBOURNAIS,330780255,CLINIQUE CHIRURGICALE DU LIBOURNAIS,Privé lucratif,75,Nouvelle Aquitaine,1- Obligatoire,1- Oui,0,0,DI
330780263,POLYCLINIQUE BORDEAUX RIVE DROITE,330780263,POLYCLINIQUE BORDEAUX RIVE DROITE - CLINIQ QUATRE PAVILLONS,Privé lucratif,75,Nouvelle Aquitaine,1- Obligatoire,1- Oui,72.95,176,C
330780271,CLINIQUE DU SPORT DE BORDEAUX-MERIGNAC,330780271,CLINIQUE DU SPORT DE BORDEAUX-MERIGNAC,Privé lucratif,75,Nouvelle Aquitaine,1- Obligatoire,1- Oui,80.91,112,A
330780354,POLYCLINIQUE BORDEAUX-CAUDERAN,330780354,POLYCLINIQUE DE BORDEAUX CAUDERAN LES PINS FRANCS,Privé lucratif,75,Nouvelle Aquitaine,1- Obligatoire,1- Oui,0,0,DI
330780479,POLYCLIN BORDEAUX-NORD AQUITAINE,330780479,POLYCLINIQUE BORDEAUX NORD AQUITAINE,Privé lucratif,75,Nouvelle Aquitaine,1- Obligatoire,1- Oui,72.84,394,C
330780487,CLINIQUE OPHTALMOLOGIQUE THIERS,330780487,CLINIQUE OPHTALMOLOGIQUE THIERS,Privé lucratif,75,Nouvelle Aquitaine,2- Facultatif,1- Oui,0,0,DI
330780495,CLINIQUE MUTUALISTE DU MEDOC,330780495,CLINIQUE MUTUALISTE DU MEDOC,EBNL,75,Nouvelle Aquitaine,1- Obligatoire,1- Oui,0,0,DI
330780503,HOPITAL PRIVE SAINT-MARTIN,330780503,HOPITAL PRIVE SAINT-MARTIN,Privé lucratif,75,Nouvelle Aquitaine,1- Obligatoire,1- Oui,75.92,308,B
330780511,CLINIQUE SAINTE-ANNE,330780511,CLINIQUE SAINTE-ANNE,Privé lucratif,75,Nouvelle Aquitaine,1- Obligatoire,1- Oui,0,0,DI
330780529,CLINIQUE MUTUALISTE DE PESSAC,330780529,CLINIQUE MUTUALISTE DE PESSAC,EBNL,75,Nouvelle Aquitaine,1- Obligatoire,1- Oui,0,0,DI
330780537,CENTRE MEDICO-CHIRURGICAL WALLERSTEIN,330780537,CENTRE MEDICO-CHIRURGICAL WALLERSTEIN,EBNL,75,Nouvelle Aquitaine,1- Obligatoire,1- Oui,75.74,48,B
330781303,HIA ROBERT PICQUE,330781303,HOPITAL D'INSTRUCTION DES ARMEES ROBERT PICQUE,CH,12,SSA,1- Obligatoire,1- Oui,0,0,DI
330781352,HOPITAL SAINT-ANDRE - CHU,330781196,CENTRE HOSPITALIER UNIVERSITAIRE DE BORDEAUX,CHU,75,Nouvelle Aquitaine,1- Obligatoire,1- Oui,0,0,DI
330781360,GROUPE HOSPITALIER PELLEGRIN - CHU,330781196,CENTRE HOSPITALIER UNIVERSITAIRE DE BORDEAUX,CHU,75,Nouvelle Aquitaine,1- Obligatoire,1- Oui,72.11,66,C
330781402,POLYCLINIQUE DE BORDEAUX-TONDU,330781402,POLYCLINIQUE DE BORDEAUX-TONDU,Privé lucratif,75,Nouvelle Aquitaine,1- Obligatoire,1- Oui,0,0,DI
330782582,POLYCLINIQUE JEAN VILLAR,330782582,POLYCLINIQUE JEAN VILLAR,Privé lucratif,75,Nouvelle Aquitaine,1- Obligatoire,1- Oui,72.48,235,C
330783648,HOPITAL HAUT-LEVEQUE - CHU,330781196,CENTRE HOSPITALIER UNIVERSITAIRE DE BORDEAUX,CHU,75,Nouvelle Aquitaine,1- Obligatoire,1- Oui,0,0,DI
330802752,CENTRE JEAN ABADIE - CHU,330781196,CENTRE HOSPITALIER UNIVERSITAIRE DE BORDEAUX,CHU,75,Nouvelle Aquitaine,2- Facultatif,1- Oui,0,0,DI
340000033,CH BEZIERS,340780055,CENTRE HOSPITALIER BEZIERS,CH,76,Occitanie,1- Obligatoire,1- Oui,0,0,DI
340000207,INSTITUT REGIONAL CANCER MONTPELLIER,340000207,INSTITUT REGIONAL DU CANCER DE MONTPELLIER,CLCC,76,Occitanie,1- Obligatoire,1- Oui,77.88,187,A
340000223,HOPITAL SAINT CLAIR HBT SETE,340011295,LES HOPITAUX DU BASSIN DE THAU,CH,76,Occitanie,1- Obligatoire,1- Oui,0,0,DI
340009885,POLYCLINIQUE CHAMPEAU,340009885,POLYCLINIQUE CHAMPEAU,Privé lucratif,76,Occitanie,1- Obligatoire,2- Non,0,0,NR
340015502,CLINIQUE DU MILLENAIRE,340015502,CLINIQUE DU MILLENAIRE (LAVALETTE/SAINT-ROCH/RECH),Privé lucratif,76,Occitanie,1- Obligatoire,1- Oui,72.66,192,C
340015965,POLYCLINIQUE ST PRIVAT,340015965,POLYCLINIQUE CLINIQUE SAINT PRIVAT,Privé lucratif,76,Occitanie,1- Obligatoire,1- Oui,0,0,DI
340780139,CLINIQUE DU DR JEAN CAUSSE,340780139,CLINIQUE D'OTOLOGIE DU DOCTEUR JEAN CAUSSE,Privé lucratif,76,Occitanie,1- Obligatoire,2- Non,0,0,NR
340780147,POLYCLINIQUE DES TROIS VALLEES,340780147,POLYCLINIQUE DES TROIS VALLEES,Privé lucratif,76,Occitanie,1- Obligatoire,1- Oui,0,0,DI
340780154,POLYCLINIQUE PASTEUR,340780154,POLYCLINIQUE PASTEUR,Privé lucratif,76,Occitanie,1- Obligatoire,1- Oui,0,0,DI
340780568,CLINIQUE DU SOUFFLE LA VALLONIE,340780568,CLINIQUE DU SOUFFLE LA VALLONIE,Privé lucratif,76,Occitanie,2- Facultatif,1- Oui,0,0,DI
340780634,CLINIQUE ST JEAN,340780634,CLINIQUE SAINT JEAN,Privé lucratif,76,Occitanie,1- Obligatoire,1- Oui,73.75,37,C
340780642,CLINIQUE BEAU SOLEIL,340780642,CLINIQUE MEDICO CHIRURGICALE BEAU SOLEIL,EBNL,76,Occitanie,1- Obligatoire,1- Oui,0,0,DI
340780667,CLINIQUE DU PARC,340780667,CLINIQUE DU PARC,Privé lucratif,76,Occitanie,1- Obligatoire,1- Oui,72.43,81,C
340780675,CLINIQUE CLEMENTVILLE,340780675,CLINIQUE CLEMENTVILLE,Privé lucratif,76,Occitanie,1- Obligatoire,1- Oui,72.26,182,C
340780683,POLYCLINIQUE ST ROCH,340780683,POLYCLINIQUE SAINT ROCH,Privé lucratif,76,Occitanie,1- Obligatoire,1- Oui,71.42,195,C
340780717,CLINIQUE ST LOUIS,340780717,CLINIQUE SAINT LOUIS LANGUEDOC MUTUALITE UNION AMBULATOIRE,Privé non lucratif,76,Occitanie,1- Obligatoire,1- Oui,0,0,DI
340780725,CLINIQUE VIA DOMITIA,340780725,CLINIQUE VIA DOMITIA,Privé lucratif,76,Occitanie,2- Facultatif,1- Oui,0,0,DI
340780741,POLYCLINIQUE STE THERESE,340780741,POLYCLINIQUE SAINTE THERESE,Privé lucratif,76,Occitanie,1- Obligatoire,1- Oui,0,0,DI
340781608,CLINIQUE DU MAS DE ROCHET,340781608,CLINIQUE DU MAS DE ROCHET,EBNL,76,Occitanie,2- Facultatif,1- Oui,0,0,DI
340782036,HOPITAL SAINT ELOI CHU MONTPELLIER,340780477,CENTRE HOSPITALIER UNIVERSITAIRE MONTPELLIER,CHU,76,Occitanie,1- Obligatoire,2- Non,0,0,NR
340782085,HOPITAL GUY DE CHAULIAC CHU MTP,340780477,CENTRE HOSPITALIER UNIVERSITAIRE MONTPELLIER,CHU,76,Occitanie,1- Obligatoire,2- Non,0,0,NR
340785161,HOPITAL LAPEYRONIE CHU MONTPELLIER,340780477,CENTRE HOSPITALIER UNIVERSITAIRE MONTPELLIER,CHU,76,Occitanie,1- Obligatoire,2- Non,0,0,NR
340796663,HOPITAL ARNAUD DE VILLENEUVE CHU MPT,340780477,CENTRE HOSPITALIER UNIVERSITAIRE MONTPELLIER,CHU,76,Occitanie,1- Obligatoire,2- Non,0,0,NR
350000063,HOPITAL ST THOMAS DE VILLENEUVE BAIN,350000063,HOPITAL ST THOMAS DE VILLENEUVE BAIN,EBNL,53,Bretagne,2- Facultatif,1- Oui,0,0,DI
350000121,CHP SAINT GREGOIRE,350000121,CHP SAINT GREGOIRE,Privé lucratif,53,Bretagne,1- Obligatoire,1- Oui,74.24,381,B
350000139,CLINIQUE MUTUALISTE DE LA SAGESSE,350000139,CLINIQUE MUTUALISTE LA SAGESSE RENNES,EBNL,53,Bretagne,1- Obligatoire,1- Oui,76.16,51,B
350000147,CENTRE HOSPITALIER SAINT-MALO,350000022,CENTRE HOSPITALIER DE SAINT MALO - HOPITAL BROUSSAIS,CH,53,Bretagne,1- Obligatoire,1- Oui,72.96,67,C
350000154,C.H FOUGERES,350000030,CENTRE HOSPITALIER DE FOUGERES,CH,53,Bretagne,1- Obligatoire,1- Oui,71.78,33,C
350000162,CENTRE HOSPITALIER DE REDON,350000048,CENTRE HOSPITALIER DE REDON,CH,53,Bretagne,1- Obligatoire,1- Oui,0,0,DI
350000188,CENTRE HOSPITALIER VITRE,350000055,CENTRE HOSPITALIER DE VITRE,CH,53,Bretagne,1- Obligatoire,1- Oui,74.03,67,B
350000196,CLINIQUE DE LA COTE D'EMERAUDE,350000196,CLINIQUE DE LA COTE D'EMERAUDE,Privé lucratif,53,Bretagne,1- Obligatoire,1- Oui,0,0,DI
350000410,CENTRE HOSPITALIER JANZE,350002291,CENTRE HOSPITALIER JANZE,CH,53,Bretagne,2- Facultatif,1- Oui,0,0,DI
350000741,CHRU RENNES SITE PONTCHAILLOU,350005179,CHRU RENNES,CHU,53,Bretagne,1- Obligatoire,1- Oui,0,0,DI
350002192,POLYCLINIQUE ST LAURENT,350002192,POLYCLINIQUE ST LAURENT,Privé non lucratif,53,Bretagne,1- Obligatoire,1- Oui,77.86,35,A
350002812,C.R.L.C.C. EUGENE MARQUIS,350002812,CENTRE REGIONAL DE LUTTE CONTRE LE CANCER EUGENE MARQUIS,CLCC,53,Bretagne,1- Obligatoire,1- Oui,78.93,54,A
350005146,HOPITAL PRIVE SEVIGNE,350005146,HOPITAL PRIVE SEVIGNE,Privé lucratif,53,Bretagne,1- Obligatoire,1- Oui,0,0,DI
350007084,CHRU RENNES SITE HOPITAL SUD,350005179,CHRU RENNES,CHU,53,Bretagne,1- Obligatoire,1- Oui,71.23,116,C
360000038,CH LA TOUR BLANCHE - ISSOUDUN,360000046,CH LA TOUR BLANCHE D'ISSOUDUN,CH,24,Centre-Val de Loire,1- Obligatoire,2- Non,0,0,NR
360000129,CLINIQUE SAINT FRANCOIS,360000129,CLINIQUE SAINT FRANCOIS,Privé lucratif,24,Centre-Val de Loire,1- Obligatoire,1- Oui,0,0,DI
360000137,CH CHATEAUROUX,360000053,CH DE CHATEAUROUX,CH,24,Centre-Val de Loire,1- Obligatoire,1- Oui,64.89,44,D
360000145,CH LA CHATRE,360000061,CH DE LA CHATRE,CH,24,Centre-Val de Loire,2- Facultatif,1- Oui,0,0,DI
360000160,CH DU BLANC,360000079,CH DU BLANC,CH,24,Centre-Val de Loire,1- Obligatoire,1- Oui,0,0,DI
370000051,CLINIQUE JEANNE D'ARC - ST BENOIT,370000051,CLINIQUE JEANNE D'ARC - ST BENOIT,Privé lucratif,24,Centre-Val de Loire,1- Obligatoire,1- Oui,0,0,DI
370000085,CLINIQUE SAINT-GATIEN - TOURS,370000085,CLINIQUE SAINT-GATIEN - TOURS,Privé lucratif,24,Centre-Val de Loire,1- Obligatoire,1- Oui,0,0,DI
370000093,CLINIQUE DE L'ALLIANCE - ST CYR/LOIRE,370000093,CLINIQUE DE L'ALLIANCE - ST CYR/LOIRE,Privé lucratif,24,Centre-Val de Loire,1- Obligatoire,2- Non,0,0,NR
370000499,CHRU CLOCHEVILLE - TOURS,370000481,CHU DE TOURS,CHU,24,Centre-Val de Loire,1- Obligatoire,1- Oui,69.56,174,D
370000531,CH DU CHINONAIS,370000606,CENTRE HOSPITALIER DU CHINONAIS,CH,24,Centre-Val de Loire,1- Obligatoire,1- Oui,0,0,DI
370000861,CHRU BRETONNEAU - TOURS,370000481,CHU DE TOURS,CHU,24,Centre-Val de Loire,1- Obligatoire,1- Oui,74.02,241,B
370000879,CHIC - AMBOISE- HÔPITAL ROBERT DEBRÉ,370000564,CENTRE HOSPITALIER INTER-COMMUNAL AMBOISE - CHATEAU-RENAULT,CH,24,Centre-Val de Loire,1- Obligatoire,2- Non,0,0,NR
370000903,CH PAUL MARTINAIS - LOCHES,370000614,CH DE LOCHES,CH,24,Centre-Val de Loire,1- Obligatoire,1- Oui,0,0,DI
370004467,CHRU TROUSSEAU - CHAMBRAY,370000481,CHU DE TOURS,CHU,24,Centre-Val de Loire,1- Obligatoire,1- Oui,71.32,252,C
370007569,PÔLE SANTÉ LÉONARD DE VINCI,370007569,POLE SANTE LEONARD DE VINCI,Privé lucratif,24,Centre-Val de Loire,1- Obligatoire,1- Oui,75.01,95,B
380000026,CH DE LA MURE,380780031,CH DE LA MURE,CH,84,Auvergne-Rhône-Alpes,1- Obligatoire,2- Non,0,0,NR
380000034,CH PIERRE OUDOT BOURGOIN JALLIEU,380780049,CENTRE HOSPITALIER PIERRE OUDOT,CH,84,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,69.1,114,D
380000042,CH YVES TOURAINE,380780056,CH YVES TOURAINE,CH,84,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,0,0,DI
380000059,CH DE RIVES,380780072,CH DE RIVES,CH,84,Auvergne-Rhône-Alpes,2- Facultatif,1- Oui,0,0,DI
380000067,HOPITAL NORD CHU38,380780080,CHU GRENOBLE ALPES,CHU,84,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,69.89,97,D
380000091,CH DE SAINT MARCELLIN,380780171,CH DE SAINT MARCELLIN,CH,84,Auvergne-Rhône-Alpes,2- Facultatif,1- Oui,0,0,DI
380000109,CH DE SAINT LAURENT DU PONT,380780213,CH DE SAINT LAURENT DU PONT,CH,84,Auvergne-Rhône-Alpes,2- Facultatif,1- Oui,0,0,DI
380000174,CH LUCIEN HUSSEL,380781435,CENTRE HOSPITALIER LUCIEN HUSSEL,CH,84,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,67.37,48,D
380000406,CH DE VOIRON,380784751,CH DE VOIRON,CH,84,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,73.73,103,C
380012658,GROUPE HOSPIT. MUTUALISTE DE GRENOBLE,380012658,GROUPE HOSPITALIER MUTUALISTE DE GRENOBLE,EBNL,84,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,72.86,280,C
380780197,CLINIQUE ST VINCENT DE PAUL BOURGOIN,380780197,CLINIQUE SAINT VINCENT DE PAUL MATERNITE CATHOLIQUE,Privé non lucratif,84,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,72.28,126,C
380780270,CLINIQUE DES ALPES,380780270,CLINIQUE CHIRURGICALE DES ALPES,Privé lucratif,84,Auvergne-Rhône-Alpes,1- Obligatoire,2- Non,0,0,NR
380780288,NOUVELLE CLINIQUE DE CHARTREUSE,380780288,NOUVELLE CLINIQUE DE CHARTREUSE,Privé lucratif,84,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,73.7,55,C
380781450,CLINIQUE SAINT-CHARLES,380781450,CLINIQUE SAINT CHARLES ROUSSILLON,Privé lucratif,84,Auvergne-Rhône-Alpes,1- Obligatoire,2- Non,0,0,NR
380782722,HOPITAL SUD CHU38,380780080,CHU GRENOBLE ALPES,CHU,84,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,0,0,DI
380785956,CLINIQUE DES CEDRES,380785956,CLINIQUE DES CEDRES,Privé lucratif,84,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,78.3,134,A
380786442,CLINIQUE BELLEDONNE,380786442,CLINIQUE BELLEDONNE ST-MARTIN-D'HERES,Privé lucratif,84,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,76.32,107,B
390000040,CH LONS,390780146,CENTRE HOSPITALIER JURA SUD,CH,27,Bourgogne-Franche-Comté,1- Obligatoire,2- Non,0,0,NR
390000065,CH LOUIS JAILLON SAINT CLAUDE,390780161,CH LOUIS JAILLON SAINT CLAUDE,CH,27,Bourgogne-Franche-Comté,1- Obligatoire,2- Non,0,0,NR
390000222,CH LOUIS PASTEUR DOLE,390780609,CENTRE HOSPITALIER L PASTEUR DOLE,CH,27,Bourgogne-Franche-Comté,1- Obligatoire,1- Oui,73.66,95,C
390780559,CLINIQUE DU JURA,390780559,CLINIQUE DU JURA,Privé lucratif,27,Bourgogne-Franche-Comté,2- Facultatif,1- Oui,0,0,DI
390780575,HOSPITALIA MUTUALITE PDP,390780575,HOSPITALIA MUTUALITE POLYCLINIQUE DU PARC,Privé non lucratif,27,Bourgogne-Franche-Comté,1- Obligatoire,1- Oui,0,0,DI
390781193,MAISON SOINS ADLCA BLETTERANS,390781193,UNITE DE SOINS PLURIDISCIPLINAIRES DE BLETTERANS,EBNL,27,Bourgogne-Franche-Comté,2- Facultatif,1- Oui,0,0,DI
400000105,CENTRE HOSPITALIER DAX,400780193,CENTRE HOSPITALIER DE DAX COTE D'ARGENT,CH,75,Nouvelle Aquitaine,1- Obligatoire,1- Oui,71.33,163,C
400000139,CENTRE HOSPITALIER DE MONT DE MARSAN,400011177,CENTRE HOSPITALIER DE MONT DE MARSAN,CH,75,Nouvelle Aquitaine,1- Obligatoire,1- Oui,0,0,DI
400780284,CLINIQUE ST-VINCENT,400780284,CLINIQUE SAINT VINCENT DE PAUL,Privé lucratif,75,Nouvelle Aquitaine,1- Obligatoire,2- Non,0,0,NR
400780342,CAPIO CLINIQUE JEAN LE BON,400780342,CAPIO CLINIQUE JEAN LE BON,Privé lucratif,75,Nouvelle Aquitaine,2- Facultatif,1- Oui,0,0,DI
400780359,CLINIQUE DES LANDES,400780359,CLINIQUE DES LANDES,Privé lucratif,75,Nouvelle Aquitaine,1- Obligatoire,1- Oui,0,0,DI
400782769,POLYCLINIQUE LES CHENES,400782769,POLYCLINIQUE LES CHENES,Privé lucratif,75,Nouvelle Aquitaine,1- Obligatoire,2- Non,0,0,NR
410000020,CH BLOIS SIMONE VEIL,410000087,CH DE BLOIS,CH,24,Centre-Val de Loire,1- Obligatoire,1- Oui,70.84,50,C
410000038,CH VENDOME,410000095,CH DE VENDOME,CH,24,Centre-Val de Loire,1- Obligatoire,1- Oui,0,0,DI
410000046,CH ROMORANTIN-LANTHENAY,410000103,CH DE ROMORANTIN-LANTHENAY,CH,24,Centre-Val de Loire,1- Obligatoire,1- Oui,0,0,DI
410000053,CH SAINT AIGNAN,410000111,CH DE ST AIGNAN,CH,24,Centre-Val de Loire,2- Facultatif,1- Oui,0,0,DI
410000202,POLYCLINIQUE BLOIS,410000202,POLYCLINIQUE BLOIS,Privé lucratif,24,Centre-Val de Loire,1- Obligatoire,1- Oui,75.63,116,B
410004998,CLINIQUE DU SAINT COEUR - VENDOME,410004998,CLINIQUE DU SAINT COEUR - VENDOME,Privé lucratif,24,Centre-Val de Loire,1- Obligatoire,1- Oui,0,0,DI
420000010,CH DE ROANNE,420780033,CH DE ROANNE,CH,84,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,73.79,71,C
420000192,CLINIQUE MÉDICALE LA BUISSONNIÈRE,420000192,CLINIQUE MEDICALE LA BUISSONNIORE,EBNL,84,Auvergne-Rhône-Alpes,2- Facultatif,1- Oui,0,0,DI
420000226,CH DU FOREZ SITE DE MONTBRISON,420013831,CENTRE HOSPITALIER DU FOREZ,CH,84,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,0,0,DI
420000234,CH DE FIRMINY,420780652,CH DE FIRMINY,CH,84,Auvergne-Rhône-Alpes,1- Obligatoire,2- Non,0,0,NR
420000267,CH DU FOREZ SITE DE FEURS,420013831,CENTRE HOSPITALIER DU FOREZ,CH,84,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,0,0,DI
420010050,CLINIQUE MUTUALISTE MFL SSAM,420010050,CLINIQUE MUTUALISTE MFL SSAM,EBNL,84,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,79.87,108,A
420010241,INSTITUT CANCÉROLOGIE LUCIEN NEUWIRTH,420013492,GCS-ES INSTIT. CANCER. LUCIEN NEUWIRTH,CH,84,Auvergne-Rhône-Alpes,1- Obligatoire,2- Non,0,0,NR
420011413,HÔPITAL PRIVÉ DE LA LOIRE,420011413,HOPITAL PRIVE DE LA LOIRE,Privé lucratif,84,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,72.23,152,C
420780504,CLINIQUE DU PARC ST PRIEST EN JAREZ,420780504,CLINIQUE DU PARC ST PRIEST EN JAREZ,Privé lucratif,84,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,0,0,DI
420780637,HÔPITAL DU GIER MCO,420002495,HOPITAL DU GIER,CH,84,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,0,0,DI
420782310,CLINIQUE DU RENAISON,420782310,CLINIQUE MEDICO CHIRURGICALE DE RENAISON,Privé lucratif,84,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,74.05,68,B
420785354,HOPITAL NORD CHU42,420784878,CHU SAINT ETIENNE,CHU,84,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,68.75,36,D
430000109,CLINIQUE BON SECOURS,430000109,CLINIQUE BON SECOURS,Privé lucratif,84,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,0,0,DI
430000117,CENTRE HOSPITALIER LE PUY - EMILE ROUX,430000018,CENTRE HOSPITALIER DU PUY,CH,84,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,0,0,DI
430000190,CTRE HOSPITALIER DE SECTEUR DE BRIOUDE,430000034,CENTRE HOSPITALIER SECTEUR DE BRIOUDE,CH,84,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,0,0,DI
430000307,CH PIERRE GALLICE LANGEAC,430000067,CENTRE HOSPITALIER LANGEAC,CH,84,Auvergne-Rhône-Alpes,2- Facultatif,1- Oui,0,0,DI
430007450,CLINIQUE DU CHAMBON,430007450,CLINIQUE DU CHAMBON,Privé lucratif,84,Auvergne-Rhône-Alpes,2- Facultatif,1- Oui,0,0,DI
440000016,CENTRE HOSPITALIER DE SAINT- NAZAIRE,440000057,CENTRE HOSPITALIER DE SAINT- NAZAIRE,CH,52,Pays de la Loire,1- Obligatoire,1- Oui,70.85,49,C
440000271,CHU DE NANTES :SITE HÔTEL-DIEU- HME,440000289,CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE NANTES,CHU,52,Pays de la Loire,1- Obligatoire,1- Oui,71.33,154,C
440000396,CENTRE HOSPITALIER ANCENIS,440000297,CENTRE HOSPITALIER ANCENIS,CH,52,Pays de la Loire,1- Obligatoire,1- Oui,0,0,DI
440000404,CLINIQUE STE-MARIE,440000404,CLINIQUE SAINTE-MARIE - POLE SANTE DE CHOISEL,Privé lucratif,52,Pays de la Loire,1- Obligatoire,1- Oui,0,0,DI
440000412,CLINIQUE BRETECHE,440000412,CLINIQUE BRETECHE,Privé lucratif,52,Pays de la Loire,1- Obligatoire,1- Oui,74.46,186,B
440000453,CHU DE NANTES :SITE HOPITAL BELLIER,440000289,CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE NANTES,CHU,52,Pays de la Loire,2- Facultatif,1- Oui,0,0,DI
440000487,CLINIQUE UROLOGIQUE NANTES ATLANTIS,440000487,CLINIQUE UROLOGIQUE NANTES ATLANTIS,Privé lucratif,52,Pays de la Loire,1- Obligatoire,2- Non,0,0,NR
440000503,CENTRE HOSPITALIER CHATEAUBRIANT,440000313,CTRE HOSPITALIER INTERCOMMUNAL CHATEAUBRIANT NOZAY POUANCE,CH,52,Pays de la Loire,1- Obligatoire,2- Non,0,0,NR
440000511,CLINIQUE JEANNE D'ARC,440000511,CLINIQUE JEANNE D'ARC,Privé lucratif,52,Pays de la Loire,1- Obligatoire,1- Oui,72.46,38,C
440000560,CH LVO: SITE DE MACHECOUL,850009010,CENTRE HOSPITALIER INTERCOMMUNAL LOIRE VENDEE OCEAN,CH,52,Pays de la Loire,2- Facultatif,1- Oui,0,0,DI
440000651,CLINIQUE SOURDILLE,440000651,CLINIQUE SOURDILLE,Privé lucratif,52,Pays de la Loire,2- Facultatif,1- Oui,0,0,DI
440001113,ICO - SITE GAUDUCHEAU,440001113,INSTITUT DE CANCEROLOGIE DE L'OUEST - CENTRE RENE GAUDUCHEAU,CLCC,52,Pays de la Loire,1- Obligatoire,1- Oui,0,0,DI
440001253,HI DE LA PRESQU'ILE :SITE DE GUERANDE,440028538,HOPITAL INTERCOMMUNAL DE LA PRESQU'ILE GUERANDE LE CROISIC,CH,52,Pays de la Loire,1- Obligatoire,2- Non,0,0,NR
440001287,HOPITAL DE PORNIC LA CHAUSSEE,440041531,HOPITAL INTERCOMMUNAL DU PAYS DE RETZ,CH,52,Pays de la Loire,2- Facultatif,1- Oui,0,0,DI
440002020,POLYCLINIQUE DE L'EUROPE,440002020,POLYCLINIQUE DE L'EUROPE,Privé lucratif,52,Pays de la Loire,1- Obligatoire,1- Oui,80.33,32,A
440017598,CHU DE NANTES : HOPITAL G. R. LAENNEC,440000289,CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE NANTES,CHU,52,Pays de la Loire,1- Obligatoire,1- Oui,71.99,33,C
440023364,CENTRE CATHERINE DE SIENNE,440023364,CENTRE CATHERINE DE SIENNE,Privé lucratif,52,Pays de la Loire,1- Obligatoire,1- Oui,77.68,42,A
440024982,CLINIQUE SAINT-AUGUSTIN,440024982,CLINIQUE SAINT-AUGUSTIN,Privé lucratif,52,Pays de la Loire,1- Obligatoire,1- Oui,74.27,95,B
440029338,CLINIQUE J.VERNE- POLE HOSP MUTUALISTE,440029338,CLINIQUE JULES VERNE - POLE HOSPITALIER MUTUALISTE DE NANTES,EBNL,52,Pays de la Loire,1- Obligatoire,1- Oui,73.71,474,C
440029379,CLINIQUE JULES VERNE,440029379,CLINIQUE JULES VERNE,Privé lucratif,52,Pays de la Loire,1- Obligatoire,1- Oui,78.04,67,A
